   0.346295E-03   0.100000E+01   0.302996E+01
   0.692591E-03   0.100000E+01   0.308244E+01
   0.103889E-02   0.100000E+01   0.478410E+01
   0.138518E-02   0.100000E+01   0.323200E+01
   0.173148E-02   0.100000E+01   0.299783E+01
   0.207777E-02   0.100000E+01   0.244814E+01
   0.242407E-02   0.100000E+01   0.441772E+00
   0.277036E-02   0.100000E+01   0.301680E+00
   0.311666E-02   0.100000E+01   0.329543E+01
   0.346295E-02   0.100000E+01   0.600103E+01
   0.380925E-02   0.100000E+01   0.161560E+01
   0.415555E-02   0.100000E+01   0.543631E+01
   0.450184E-02   0.100000E+01   0.303007E+01
   0.484814E-02   0.100000E+01   0.528451E+01
   0.519443E-02   0.100000E+01   0.960963E+00
   0.554073E-02   0.100000E+01   0.767137E+00
   0.588702E-02   0.100000E+01   0.289355E+01
   0.623332E-02   0.100000E+01   0.558178E+01
   0.657961E-02   0.100000E+01   0.499527E+01
   0.692591E-02   0.100000E+01   0.530855E+01
   0.727220E-02   0.100000E+01   0.128381E+00
   0.761850E-02   0.100000E+01   0.349272E+01
   0.796480E-02   0.100000E+01   0.166962E+01
   0.831109E-02   0.100000E+01   0.206226E+00
   0.865739E-02   0.100000E+01   0.285466E+01
   0.900368E-02   0.100000E+01   0.737428E+00
   0.934998E-02   0.100000E+01   0.272772E+01
   0.969627E-02   0.100000E+01   0.524517E+00
   0.100426E-01   0.100000E+01   0.201420E+01
   0.103889E-01   0.100000E+01   0.109524E+01
   0.107352E-01   0.100000E+01   0.445657E+01
   0.110815E-01   0.100000E+01   0.511635E+01
   0.114278E-01   0.100000E+01   0.219592E+01
   0.117740E-01   0.100000E+01   0.222881E+01
   0.121203E-01   0.100000E+01   0.291619E+01
   0.124666E-01   0.100000E+01   0.111315E+01
   0.128129E-01   0.100000E+01   0.667504E+00
   0.131592E-01   0.100000E+01   0.179312E+00
   0.135055E-01   0.100000E+01   0.169180E+00
   0.138518E-01   0.100000E+01   0.148094E+01
   0.141981E-01   0.100000E+01   0.674044E+00
   0.145444E-01   0.100000E+01   0.300849E+01
   0.148907E-01   0.100000E+01   0.399817E+01
   0.152370E-01   0.100000E+01   0.609316E+01
   0.155833E-01   0.100000E+01   0.328590E+01
   0.159296E-01   0.100000E+01   0.412178E+01
   0.162759E-01   0.100000E+01   0.375050E+01
   0.166222E-01   0.100000E+01   0.215561E+01
   0.169685E-01   0.100000E+01   0.104662E+01
   0.173148E-01   0.100000E+01   0.621626E+01
   0.176611E-01   0.100000E+01   0.272004E+01
   0.180074E-01   0.100000E+01   0.930668E+00
   0.183537E-01   0.100000E+01   0.435917E+01
   0.187000E-01   0.100000E+01   0.910316E+00
   0.190463E-01   0.100000E+01   0.609889E+01
   0.193925E-01   0.100000E+01   0.623503E+01
   0.197388E-01   0.100000E+01   0.542223E-01
   0.200851E-01   0.100000E+01   0.586992E+01
   0.204314E-01   0.100000E+01   0.128192E+01
   0.207777E-01   0.100000E+01   0.895537E+00
   0.211240E-01   0.100000E+01   0.575031E+01
   0.214703E-01   0.100000E+01   0.168083E+01
   0.218166E-01   0.100000E+01   0.259071E+01
   0.221629E-01   0.100000E+01   0.146531E+01
   0.225092E-01   0.100000E+01   0.478715E+01
   0.228555E-01   0.100000E+01   0.395198E+01
   0.232018E-01   0.100000E+01   0.442576E+01
   0.235481E-01   0.100000E+01   0.254352E+01
   0.238944E-01   0.100000E+01   0.261671E+01
   0.242407E-01   0.100000E+01   0.147623E+00
   0.245870E-01   0.100000E+01   0.285098E+01
   0.249333E-01   0.100000E+01   0.349845E+00
   0.252796E-01   0.100000E+01   0.513146E+01
   0.256259E-01   0.100000E+01   0.418392E+00
   0.259722E-01   0.100000E+01   0.217694E+01
   0.263185E-01   0.100000E+01   0.424910E+01
   0.266648E-01   0.100000E+01   0.452927E+01
   0.270110E-01   0.100000E+01   0.940866E-01
   0.273573E-01   0.100000E+01   0.441650E+01
   0.277036E-01   0.100000E+01   0.585928E+01
   0.280499E-01   0.100000E+01   0.302937E+01
   0.283962E-01   0.100000E+01   0.298217E+01
   0.287425E-01   0.100000E+01   0.621236E+00
   0.290888E-01   0.100000E+01   0.903723E-02
   0.294351E-01   0.100000E+01   0.259070E+01
   0.297814E-01   0.100000E+01   0.360585E+01
   0.301277E-01   0.100000E+01   0.601032E+01
   0.304740E-01   0.100000E+01   0.304617E+01
   0.308203E-01   0.100000E+01   0.366196E+01
   0.311666E-01   0.100000E+01   0.162063E+01
   0.315129E-01   0.100000E+01   0.280500E+01
   0.318592E-01   0.100000E+01   0.444216E+01
   0.322055E-01   0.100000E+01   0.568612E+01
   0.325518E-01   0.100000E+01   0.622513E+01
   0.328981E-01   0.100000E+01   0.361059E+01
   0.332444E-01   0.100000E+01   0.170867E+00
   0.335907E-01   0.100000E+01   0.524011E+00
   0.339370E-01   0.100000E+01   0.413578E+00
   0.342833E-01   0.100000E+01   0.558048E+01
   0.346295E-01   0.100000E+01   0.536867E+01
   0.349758E-01   0.100000E+01   0.490965E+01
   0.353221E-01   0.100000E+01   0.245043E+01
   0.356684E-01   0.100000E+01   0.496396E+01
   0.360147E-01   0.100000E+01   0.421681E+01
   0.363610E-01   0.100000E+01   0.321784E+01
   0.367073E-01   0.100000E+01   0.181083E+01
   0.370536E-01   0.100000E+01   0.974675E+00
   0.373999E-01   0.100000E+01   0.615721E+01
   0.377462E-01   0.100000E+01   0.846572E+00
   0.380925E-01   0.100000E+01   0.601742E+01
   0.384388E-01   0.100000E+01   0.848609E+00
   0.387851E-01   0.100000E+01   0.340169E+01
   0.391314E-01   0.100000E+01   0.492614E+00
   0.394777E-01   0.100000E+01   0.120391E+01
   0.398240E-01   0.100000E+01   0.264400E+01
   0.401703E-01   0.100000E+01   0.139661E+01
   0.405166E-01   0.100000E+01   0.268081E+01
   0.408629E-01   0.100000E+01   0.491472E+01
   0.412092E-01   0.100000E+01   0.292187E+01
   0.415555E-01   0.100000E+01   0.343347E+01
   0.419018E-01   0.100000E+01   0.492883E+01
   0.422480E-01   0.100000E+01   0.563633E+01
   0.425943E-01   0.100000E+01   0.444113E+01
   0.429406E-01   0.100000E+01   0.546188E+01
   0.432869E-01   0.100000E+01   0.132187E+01
   0.436332E-01   0.100000E+01   0.186458E+01
