   0.346295E-03   0.100000E+01   0.962285E-01
   0.692591E-03   0.100000E+01   0.458171E+01
   0.103889E-02   0.100000E+01   0.378913E+01
   0.138518E-02   0.100000E+01   0.473008E+01
   0.173148E-02   0.100000E+01   0.594887E+01
   0.207777E-02   0.100000E+01   0.616179E+01
   0.242407E-02   0.100000E+01   0.453977E+01
   0.277036E-02   0.100000E+01   0.287481E+01
   0.311666E-02   0.100000E+01   0.460175E+01
   0.346295E-02   0.100000E+01   0.590465E+01
   0.380925E-02   0.100000E+01   0.588364E+01
   0.415555E-02   0.100000E+01   0.535499E+01
   0.450184E-02   0.100000E+01   0.445696E-01
   0.484814E-02   0.100000E+01   0.479793E+01
   0.519443E-02   0.100000E+01   0.930666E+00
   0.554073E-02   0.100000E+01   0.577288E+01
   0.588702E-02   0.100000E+01   0.497731E+01
   0.623332E-02   0.100000E+01   0.589370E+01
   0.657961E-02   0.100000E+01   0.531641E+00
   0.692591E-02   0.100000E+01   0.412911E+00
   0.727220E-02   0.100000E+01   0.262867E+01
   0.761850E-02   0.100000E+01   0.451106E+00
   0.796480E-02   0.100000E+01   0.163633E+01
   0.831109E-02   0.100000E+01   0.439818E+01
   0.865739E-02   0.100000E+01   0.126313E+01
   0.900368E-02   0.100000E+01   0.296966E+01
   0.934998E-02   0.100000E+01   0.232781E+01
   0.969627E-02   0.100000E+01   0.618619E+01
   0.100426E-01   0.100000E+01   0.111579E+01
   0.103889E-01   0.100000E+01   0.398477E+01
   0.107352E-01   0.100000E+01   0.290070E+01
   0.110815E-01   0.100000E+01   0.533868E+01
   0.114278E-01   0.100000E+01   0.298170E+00
   0.117740E-01   0.100000E+01   0.307808E+00
   0.121203E-01   0.100000E+01   0.285637E+01
   0.124666E-01   0.100000E+01   0.156273E+01
   0.128129E-01   0.100000E+01   0.347211E+01
   0.131592E-01   0.100000E+01   0.440661E+01
   0.135055E-01   0.100000E+01   0.432338E+01
   0.138518E-01   0.100000E+01   0.499394E+01
   0.141981E-01   0.100000E+01   0.632868E+00
   0.145444E-01   0.100000E+01   0.584479E+01
   0.148907E-01   0.100000E+01   0.192443E+01
   0.152370E-01   0.100000E+01   0.390246E+01
   0.155833E-01   0.100000E+01   0.332053E+00
   0.159296E-01   0.100000E+01   0.543827E+01
   0.162759E-01   0.100000E+01   0.475254E+01
   0.166222E-01   0.100000E+01   0.308420E+01
   0.169685E-01   0.100000E+01   0.489105E+01
   0.173148E-01   0.100000E+01   0.957212E-01
   0.176611E-01   0.100000E+01   0.746707E+00
   0.180074E-01   0.100000E+01   0.224724E+01
   0.183537E-01   0.100000E+01   0.252176E+01
   0.187000E-01   0.100000E+01   0.479633E+01
   0.190463E-01   0.100000E+01   0.506230E+01
   0.193925E-01   0.100000E+01   0.614575E+00
   0.197388E-01   0.100000E+01   0.447385E+01
